Country,Cases,Status,date_cleaned,new_cases,growth_rate
Singapore,244815,confirmed,2021-11-18,0.0,0.0
Singapore,248587,confirmed,2021-11-19,3772.0,0.015173762103408464
Singapore,250518,confirmed,2021-11-20,1931.0,0.00770802896398662
Singapore,252188,confirmed,2021-11-21,1670.0,0.006622043872031976
Singapore,253649,confirmed,2021-11-22,1461.0,0.005759928089604138
Singapore,255431,confirmed,2021-11-23,1782.0,0.006976443736273201
Singapore,257510,confirmed,2021-11-24,2079.0,0.008073472874839812
Singapore,258785,confirmed,2021-11-25,1275.0,0.004926869795389996
Singapore,259875,confirmed,2021-11-26,1090.0,0.004194324194324194
Singapore,261636,confirmed,2021-11-27,1761.0,0.006730725129569326
Singapore,262383,confirmed,2021-11-28,747.0,0.002846983226809664
Singapore,263486,confirmed,2021-11-29,1103.0,0.004186180669940718
Singapore,264725,confirmed,2021-11-30,1239.0,0.004680328642931344
Singapore,266049,confirmed,2021-12-01,1324.0,0.004976526880386696
Singapore,267150,confirmed,2021-12-02,1101.0,0.00412128017967434
Singapore,267916,confirmed,2021-12-03,766.0,0.002859105092640977
Singapore,268659,confirmed,2021-12-04,743.0,0.0027655876036164805
Singapore,269211,confirmed,2021-12-05,552.0,0.002050436274892185
Singapore,269873,confirmed,2021-12-06,662.0,0.0024530056730388
Singapore,270588,confirmed,2021-12-07,715.0,0.0026423936020813932
Singapore,271297,confirmed,2021-12-08,709.0,0.002613372060877931
Singapore,271979,confirmed,2021-12-09,682.0,0.002507546538519518
Singapore,272433,confirmed,2021-12-10,454.0,0.0016664647821666245
Singapore,272992,confirmed,2021-12-11,559.0,0.002047679052866018
Singapore,273362,confirmed,2021-12-12,370.0,0.001353516582407211
Singapore,273701,confirmed,2021-12-13,339.0,0.0012385778641656406
Singapore,274143,confirmed,2021-12-14,442.0,0.0016122972317367213
Singapore,274617,confirmed,2021-12-15,474.0,0.001726040266990026
Singapore,274972,confirmed,2021-12-16,355.0,0.0012910405423097624
Singapore,275384,confirmed,2021-12-17,412.0,0.001496092728698835
Singapore,275655,confirmed,2021-12-18,271.0,0.0009831129491574614
Singapore,275910,confirmed,2021-12-19,255.0,0.0009242144177449168
Singapore,276105,confirmed,2021-12-20,195.0,0.0007062530559026457
Singapore,276385,confirmed,2021-12-21,280.0,0.0010130795810192304
Singapore,276720,confirmed,2021-12-22,335.0,0.001210610002891009
Singapore,277042,confirmed,2021-12-23,322.0,0.0011622786436713568
Singapore,277307,confirmed,2021-12-24,265.0,0.0009556195840710837
Singapore,277555,confirmed,2021-12-25,248.0,0.0008935166003134514
Singapore,277764,confirmed,2021-12-26,209.0,0.0007524373208911162
Singapore,278044,confirmed,2021-12-27,280.0,0.0010070348577922918
Singapore,278409,confirmed,2021-12-28,365.0,0.0013110208362517015
Singapore,278750,confirmed,2021-12-29,341.0,0.0012233183856502241
Singapore,279061,confirmed,2021-12-30,311.0,0.0011144516790235826
Singapore,279405,confirmed,2021-12-31,344.0,0.0012311877024391118
Singapore,279861,confirmed,2022-01-01,456.0,0.001629380299505826
Singapore,280290,confirmed,2022-01-02,429.0,0.0015305576367333833
Singapore,280754,confirmed,2022-01-03,464.0,0.001652692392628422
Singapore,281596,confirmed,2022-01-04,842.0,0.002990099291183113
Singapore,282401,confirmed,2022-01-05,805.0,0.00285055647819944
